Real_Input,Imag_Input,Real_FFT_Output,Imag_FFT_Output
-0.31623,0.31623,-0.47867,0.43255
0.31623,0.94868,0.3717,0.97845
0.31623,-0.31623,0.35917,-0.31547
0.31623,0.31623,0.27477,0.29026
-0.31623,0.31623,-0.32447,0.22024
-0.94868,-0.94868,-0.85896,-0.88961
-0.94868,0.94868,-0.9336,0.8636
0.94868,0.31623,0.9809,0.35215
-0.31623,-0.94868,-0.23871,-0.8712
-0.31623,-0.31623,-0.40086,-0.24186
0.31623,-0.31623,0.3808,-0.27167
0.31623,0.31623,0.37949,0.28579
-0.31623,0.31623,-0.30494,0.48432
0.31623,0.31623,0.38094,0.18987
-0.31623,0.31623,-0.28591,0.32306
-0.94868,-0.94868,-0.95696,-0.85346
0.94868,0.31623,0.88658,0.21829
0.31623,-0.94868,0.24309,-0.89395
-0.94868,0.31623,-0.98567,0.1628
-0.94868,-0.94868,-0.91066,-0.97648
0.94868,0.94868,0.98199,0.93856
0.94868,-0.31623,1.0557,-0.3668
0.31623,-0.31623,0.25193,-0.27737
0.94868,-0.94868,0.8647,-0.9924
0.31623,-0.94868,0.36268,-0.79561
-0.94868,-0.94868,-0.92153,-0.84313
-0.31623,-0.31623,-0.31468,-0.29417
0.94868,0.31623,0.97747,0.36183
-0.94868,0.31623,-0.83199,0.31002
-0.31623,-0.31623,-0.40231,-0.37036
-0.31623,-0.94868,-0.22916,-0.88269
0.31623,-0.31623,0.38522,-0.31863
-0.94868,0.31623,-0.99853,0.3355
-0.31623,0.31623,-0.41538,0.33001
-0.31623,-0.94868,-0.29296,-0.88152
-0.94868,-0.31623,-0.78758,-0.38112
0.31623,0.94868,0.26952,0.80038
-0.94868,0.94868,-0.95698,1.1107
0.31623,0.94868,0.38292,0.89601
0.31623,0.31623,0.32369,0.44441
-0.94868,0.31623,-1.0275,0.38673
0.94868,-0.31623,0.91189,-0.23608
-0.94868,-0.31623,-0.89274,-0.27223
0.94868,0.31623,0.95161,0.36623
0.31623,0.31623,0.39992,0.54169
0.94868,-0.31623,0.88076,-0.37062
0.31623,-0.94868,0.30291,-1.0616
0.31623,0.94868,0.28944,0.85968
-0.31623,-0.31623,-0.37672,-0.34632
0.94868,-0.94868,1.0737,-0.87096
0.31623,-0.31623,0.2944,-0.21867
0.94868,-0.31623,1.0366,-0.2693
0.94868,-0.94868,0.91395,-0.91094
0.31623,-0.94868,0.33724,-0.88016
0.31623,-0.31623,0.44964,-0.30918
0.94868,-0.31623,0.91224,-0.34592
0.94868,-0.94868,0.85115,-1.0138
0.31623,0.94868,0.40515,0.90079
-0.94868,-0.31623,-0.8884,-0.31474
-0.31623,0.94868,-0.32979,0.9945
0.94868,-0.94868,0.94254,-0.88523
0.94868,-0.94868,0.98477,-0.89924
-0.31623,0.94868,-0.26587,0.76022
0.94868,-0.94868,1.1354,-1.0662
-0.94868,0.94868,-1.0372,0.99253
0.31623,-0.94868,0.30507,-0.91473
-0.94868,-0.31623,-0.89717,-0.42772
0.31623,-0.94868,0.29286,-1.0039
-0.94868,-0.31623,-1.0483,-0.32691
0.94868,-0.31623,0.93411,-0.29468
0.31623,0.94868,0.35571,0.96806
-0.31623,-0.94868,-0.38879,-0.91191
0.94868,0.31623,0.94,0.29693
-0.31623,0.94868,-0.25504,0.8966
0.94868,-0.31623,0.90379,-0.33148
-0.31623,-0.94868,-0.32861,-1.0406
0.31623,-0.31623,0.33105,-0.21057
0.31623,0.31623,0.23924,0.41583
-0.94868,-0.31623,-1.0666,-0.34615
-0.94868,0.31623,-1.0276,0.32931
0.94868,0.31623,0.88117,0.3374
0.94868,0.94868,0.87909,1.0819
0.94868,-0.94868,0.98897,-1.0443
-0.31623,0.31623,-0.25952,0.36118
0.94868,-0.94868,0.91358,-0.96185
-0.31623,-0.31623,-0.33591,-0.29235
-0.31623,-0.31623,-0.3085,-0.45613
-0.94868,0.31623,-0.88649,0.34337
0.94868,-0.94868,0.86505,-0.79919
0.94868,-0.94868,0.86987,-0.94394
0.31623,-0.94868,0.30045,-0.86557
0.94868,0.94868,0.91559,0.98622
0.31623,0.94868,0.37653,0.99824
0.31623,-0.94868,0.24778,-0.83286
-0.31623,0.31623,-0.3058,0.27564
0.94868,-0.94868,0.97469,-1.0194
-0.94868,0.94868,-0.96818,0.87813
0.31623,0.94868,0.3235,0.93344
-0.94868,-0.94868,-0.94571,-0.98609
-0.31623,0.94868,-0.3504,0.90895
-0.94868,-0.31623,-0.91832,-0.4846
-0.94868,-0.31623,-0.93897,-0.41578
-0.31623,0.94868,-0.30127,0.79491
-0.31623,-0.94868,-0.35441,-0.84511
-0.31623,0.31623,-0.44042,0.28099
-0.94868,-0.94868,-0.97634,-0.8889
-0.94868,0.31623,-0.9362,0.21627
-0.31623,-0.94868,-0.25492,-0.89325
-0.31623,0.31623,-0.36642,0.17087
0.94868,-0.31623,1.01,-0.34878
0.94868,0.94868,0.86092,1.0246
0.94868,0.31623,0.99292,0.36386
-0.94868,0.94868,-1.0688,0.94013
0.94868,-0.31623,0.97753,-0.27071
0.94868,0.94868,1.0675,1.0015
0.31623,0.94868,0.26244,0.97209
-0.94868,0.31623,-0.93712,0.20174
0.94868,0.94868,0.89359,0.85187
0.94868,0.31623,0.88955,0.31775
-0.31623,-0.31623,-0.29958,-0.30651
-0.31623,-0.31623,-0.29614,-0.31476
-0.31623,-0.94868,-0.24265,-0.83804
0.94868,0.31623,0.906,0.36781
0.94868,-0.94868,0.91067,-1.0293
0.31623,-0.94868,0.37506,-0.91621
-0.94868,-0.94868,-0.85839,-0.86445
0.31623,0.31623,0.19525,0.27259
-0.94868,0.94868,-0.9449,0.88149
0.94868,-0.31623,0.90887,-0.34471
0.31623,-0.31623,0.39354,-0.5282
0.31623,-0.31623,0.24599,-0.2572
0.31623,0.31623,0.35543,0.38782
0.31623,0.31623,0.37941,0.34839
-0.31623,0.94868,-0.32534,0.90971
0.31623,-0.31623,0.36469,-0.33755
-0.94868,0.94868,-0.9961,1.0128
-0.94868,-0.31623,-0.90203,-0.26793
-0.94868,-0.31623,-0.89578,-0.20606
0.31623,0.31623,0.2592,0.2842
-0.31623,0.94868,-0.29642,0.89146
-0.31623,-0.31623,-0.20996,-0.38964
0.31623,0.31623,0.26346,0.23515
-0.31623,-0.94868,-0.16232,-0.98014
0.94868,0.31623,1.0115,0.36918
-0.31623,0.31623,-0.30946,0.31792
0.31623,0.94868,0.31689,1.1117
-0.94868,0.94868,-0.8173,0.93997
0.31623,0.31623,0.32116,0.28172
0.94868,-0.94868,0.9925,-0.93661
-0.94868,-0.94868,-0.92518,-0.93128
0.94868,-0.94868,1.0861,-0.99615
0.94868,0.31623,1.0144,0.33036
-0.31623,-0.31623,-0.25025,-0.25367
-0.94868,-0.94868,-1.0313,-0.86508
0.94868,0.94868,0.98998,0.96956
-0.31623,-0.94868,-0.29697,-0.96826
0.94868,0.31623,1.0241,0.1906
-0.94868,-0.31623,-1.0451,-0.44229
-0.31623,0.94868,-0.36218,0.87616
0.31623,0.94868,0.36036,0.9817
0.31623,-0.31623,0.35495,-0.46073
0.31623,0.94868,0.27053,0.91595
0.94868,0.94868,0.87182,0.9858
0.94868,-0.94868,1.0009,-0.96056
-0.94868,-0.94868,-0.94975,-0.92528
-0.94868,0.31623,-0.88868,0.23451
-0.31623,-0.94868,-0.36468,-0.99515
0.94868,0.94868,1.0027,0.97664
0.94868,0.31623,0.82334,0.34087
0.31623,-0.31623,0.42562,-0.44165
-0.94868,-0.94868,-0.7923,-0.93547
0.94868,0.94868,0.96415,0.90898
0.31623,0.31623,0.27792,0.38822
-0.31623,-0.31623,-0.37395,-0.25343
-0.31623,-0.31623,-0.3963,-0.35141
0.94868,-0.94868,0.99455,-1.0039
0.31623,-0.94868,0.31003,-0.94125
0.94868,-0.94868,0.93544,-0.9519
-0.94868,0.94868,-0.83866,1.0121
-0.31623,0.31623,-0.27335,0.21363
0.31623,0.94868,0.28702,0.89743
0.31623,-0.94868,0.28013,-0.88346
0.31623,0.31623,0.43084,0.43867
-0.94868,-0.94868,-1.0351,-0.96459
0.94868,0.94868,0.9154,0.92321
0.94868,-0.31623,1.0039,-0.38373
0.31623,-0.31623,0.2882,-0.3504
0.94868,0.31623,0.94475,0.27842
0.31623,-0.94868,0.24825,-0.9223
0.31623,0.94868,0.39774,0.80087
0.94868,-0.31623,0.9767,-0.20622
-0.94868,0.94868,-0.85454,0.97967
0.94868,-0.94868,0.82441,-0.87674
0.31623,0.31623,0.31624,0.31292
-0.31623,-0.31623,-0.24696,-0.47968
0.31623,-0.94868,0.3515,-0.82711
0.31623,0.31623,0.2938,0.23916
0.94868,0.94868,0.87344,0.90281
-0.31623,-0.94868,-0.26536,-0.9699
0.94868,0.94868,0.96272,0.91894
0.94868,-0.31623,0.93133,-0.46176
0.94868,0.31623,0.92392,0.30757
-0.94868,-0.94868,-0.92472,-0.9394
0.31623,0.94868,0.30037,0.84213
-0.31623,-0.94868,-0.30325,-0.91961
-0.31623,-0.94868,-0.20675,-1.0269
0.94868,0.31623,1.0339,0.40856
-0.31623,-0.94868,-0.11566,-0.84311
-0.94868,0.31623,-0.97129,0.21962
-0.94868,-0.94868,-1.009,-0.80564
0.94868,-0.94868,0.96095,-0.81007
-0.94868,-0.31623,-1.037,-0.25345
-0.94868,-0.31623,-1.0365,-0.31403
0.31623,-0.94868,0.31963,-1.1347
-0.94868,0.94868,-0.91253,0.88479
0.94868,-0.94868,1.0564,-1.0658
0.31623,-0.94868,0.44982,-0.975
-0.31623,0.31623,-0.34329,0.30925
-0.31623,0.94868,-0.37482,0.90365
0.94868,0.94868,0.86805,0.90475
0.31623,-0.31623,0.26144,-0.33601
0.31623,0.31623,0.26461,0.31676
-0.31623,0.94868,-0.23889,1.0607
0.31623,-0.31623,0.34946,-0.38013
-0.31623,-0.31623,-0.21119,-0.31667
0.94868,-0.31623,0.97627,-0.53035
0.94868,-0.31623,1.1476,-0.2508
-0.94868,-0.31623,-1.0283,-0.24274
0.94868,0.94868,0.82162,0.97304
-0.94868,0.94868,-0.91244,0.75663
0.31623,0.94868,0.33174,1.0786
0.94868,-0.94868,0.99947,-1.0365
0.31623,-0.94868,0.41699,-0.98034
0.94868,0.31623,1.0015,0.3776
-0.94868,0.31623,-1.0059,0.26651
-0.94868,0.31623,-1.0439,0.28088
0.94868,-0.31623,0.9106,-0.40735
-0.31623,-0.31623,-0.30935,-0.30177
0.31623,-0.94868,0.34842,-0.88455
0.94868,-0.31623,0.94478,-0.41124
-0.31623,0.94868,-0.2601,0.87001
-0.94868,-0.31623,-0.92877,-0.3021
0.94868,-0.31623,0.99663,-0.2856
-0.31623,-0.94868,-0.25511,-0.9308
0.94868,0.31623,0.95168,0.19042
-0.94868,-0.31623,-1.0711,-0.20442
0.31623,-0.31623,0.33224,-0.27321
0.31623,0.31623,0.3229,0.28036
0.94868,0.94868,0.90048,0.94688
0.31623,-0.31623,0.26958,-0.27526
-0.94868,0.31623,-0.88848,0.29277
0.94868,0.94868,0.92243,0.90173
-0.94868,0.94868,-1.0077,0.9263
-0.31623,0.31623,-0.2799,0.3858
-0.31623,-0.31623,-0.17751,-0.38763
0.31623,0.31623,0.31552,0.35348
-0.31623,-0.31623,-0.21751,-0.31309
0.94868,0.31623,0.85695,0.33518
-0.94868,-0.94868,-0.89715,-0.93606
-0.94868,0.94868,-0.97747,0.96862
-0.31623,-0.31623,-0.31327,-0.35684
0.94868,-0.31623,0.97378,-0.21582
-0.31623,0.31623,-0.3732,0.31577
0.31623,-0.31623,0.2984,-0.40844
0.31623,0.31623,0.28097,0.45326
0.94868,-0.31623,0.92879,-0.3591
-0.94868,-0.31623,-0.89353,-0.37091
-0.94868,0.31623,-0.97803,0.24632
0.94868,-0.94868,0.91053,-0.98702
0.31623,-0.94868,0.3361,-0.91343
-0.94868,0.94868,-1.02,1.0311
-0.94868,0.31623,-1.0434,0.24028
-0.94868,0.31623,-0.84736,0.13644
0.31623,0.31623,0.34923,0.21175
0.94868,0.31623,0.87582,0.20757
-0.94868,0.31623,-0.99531,0.30206
0.94868,0.94868,0.98851,0.89586
-0.94868,-0.94868,-1.0607,-1.1109
-0.31623,0.94868,-0.41804,0.956
-0.94868,-0.94868,-0.84789,-0.96125
-0.31623,0.94868,-0.33685,1.0776
0.94868,0.94868,1.0123,0.78572
0.94868,-0.31623,0.94277,-0.2456
-0.31623,0.31623,-0.13812,0.3294
-0.94868,-0.31623,-0.84903,-0.25523
0.31623,0.94868,0.31124,0.96023
0.31623,-0.31623,0.27174,-0.34031
0.94868,0.31623,0.91231,0.2812
-0.31623,-0.31623,-0.37079,-0.30524
-0.31623,-0.94868,-0.40824,-1.0593
-0.31623,-0.31623,-0.16218,-0.30587
0.31623,-0.31623,0.41538,-0.30042
0.31623,0.94868,0.38832,1.0582
-0.94868,-0.94868,-1.0498,-0.96043
-0.94868,0.94868,-0.94237,0.84808
0.94868,-0.94868,1.1229,-0.88446
0.94868,-0.94868,0.99346,-0.90444
0.31623,0.31623,0.24264,0.33741
-0.94868,0.31623,-0.85747,0.21362
0.31623,0.31623,0.42709,0.37494
0.31623,-0.31623,0.23221,-0.2086
0.31623,-0.31623,0.33421,-0.27706
-0.94868,0.31623,-0.91661,0.28185
-0.31623,-0.94868,-0.25929,-0.95499
0.31623,-0.94868,0.28766,-0.89079
0.31623,-0.94868,0.40764,-1.0416
-0.31623,0.94868,-0.39071,0.9592
-0.31623,0.31623,-0.29949,0.3181
-0.94868,0.31623,-1.0324,0.30733
0.94868,-0.31623,0.91879,-0.24531
-0.31623,0.94868,-0.36815,0.91314
0.31623,0.31623,0.35796,0.3228
-0.94868,0.94868,-0.96311,0.97668
-0.31623,0.31623,-0.16606,0.23514
-0.94868,0.31623,-0.81411,0.29342
-0.94868,0.94868,-1.0162,0.94333
0.31623,0.94868,0.4217,0.94884
-0.31623,-0.94868,-0.35678,-0.98487
0.31623,0.94868,0.23012,1.0554
0.94868,0.31623,0.90287,0.33263
-0.31623,0.94868,-0.28058,1.0846
0.94868,-0.94868,0.91115,-0.96576
-0.31623,-0.31623,-0.40151,-0.28864
-0.94868,-0.94868,-0.9755,-1.0474
-0.31623,0.31623,-0.37183,0.34427
0.94868,0.94868,0.98073,0.82772
0.94868,-0.94868,1.0283,-0.98116
0.94868,-0.94868,0.96247,-0.99877
0.31623,0.31623,0.2372,0.38331
-0.94868,-0.94868,-1.001,-1.064
-0.31623,0.31623,-0.42634,0.34953
0.31623,-0.31623,0.31609,-0.2921
0.31623,0.94868,0.18911,1.0765
0.31623,0.31623,0.27278,0.29683
0.94868,0.31623,0.96777,0.37203
0.94868,0.94868,0.86743,0.99019
-0.94868,-0.31623,-0.92381,-0.33347
-0.31623,-0.31623,-0.4136,-0.29713
0.94868,-0.31623,0.97399,-0.18806
0.31623,0.94868,0.24248,0.88208
-0.31623,0.31623,-0.20239,0.22939
-0.31623,0.94868,-0.21377,0.92548
0.94868,0.31623,0.87137,0.35464
-0.94868,-0.31623,-0.96343,-0.31059
-0.31623,0.31623,-0.35497,0.32508
-0.94868,0.94868,-0.95008,0.85755
-0.94868,-0.31623,-0.98175,-0.3657
0.94868,-0.94868,0.91835,-0.98568
-0.94868,0.31623,-0.89266,0.2876
0.94868,-0.31623,0.80447,-0.34984
0.94868,0.31623,1.0513,0.17772
0.31623,0.31623,0.20817,0.20845
0.31623,0.94868,0.36722,0.8789
-0.31623,0.31623,-0.40293,0.37883
0.94868,-0.94868,0.84631,-1.0267
-0.31623,0.31623,-0.47232,0.43114
0.31623,-0.94868,0.39361,-0.98883
-0.31623,-0.31623,-0.32601,-0.45464
0.31623,-0.94868,0.23725,-0.97904
0.94868,-0.31623,0.97619,-0.24311
0.94868,-0.94868,0.94884,-0.91005
0.94868,0.31623,0.91689,0.3042
-0.31623,-0.94868,-0.40247,-1.0039
0.31623,0.94868,0.31641,0.95172
0.94868,0.94868,0.88718,0.9343
-0.94868,-0.31623,-0.97114,-0.48188
0.94868,-0.94868,1.0527,-1.0536
0.94868,-0.31623,0.86375,-0.35526
0.31623,-0.94868,0.29736,-1.0666
-0.94868,0.94868,-0.87401,0.99202
0.31623,0.31623,0.40487,0.26408
0.31623,-0.94868,0.37103,-0.98758
0.31623,0.31623,0.31901,0.32792
-0.94868,-0.94868,-0.96293,-0.96071
-0.94868,0.94868,-0.9329,1.0666
-0.31623,-0.94868,-0.42343,-0.88306
0.31623,-0.31623,0.36612,-0.26394
0.94868,0.94868,0.95762,1.0317
-0.31623,0.94868,-0.44129,0.98237
-0.94868,-0.94868,-0.98981,-0.99177
0.31623,-0.94868,0.29256,-0.82986
-0.94868,0.31623,-0.92252,0.33555
0.31623,-0.31623,0.32191,-0.32191
-0.94868,-0.31623,-0.92265,-0.25174
-0.31623,0.94868,-0.40638,0.98446
0.31623,-0.94868,0.30806,-0.93889
0.94868,0.94868,1.019,0.92085
0.94868,-0.94868,0.93227,-0.8581
-0.31623,-0.31623,-0.35596,-0.43317
-0.31623,0.94868,-0.25343,1.1488
-0.31623,-0.94868,-0.36824,-0.99269
-0.31623,0.94868,-0.28135,0.96511
-0.31623,0.31623,-0.41138,0.41006
0.94868,-0.31623,0.92494,-0.22513
0.94868,-0.31623,0.95236,-0.32192
-0.94868,0.31623,-0.90905,0.3159
-0.31623,0.94868,-0.36105,0.96371
-0.94868,-0.94868,-0.95496,-0.96391
-0.31623,-0.31623,-0.21825,-0.35733
0.31623,0.31623,0.3387,0.35836
-0.94868,0.94868,-1.0223,0.85411
-0.31623,-0.31623,-0.15137,-0.34153
-0.94868,0.94868,-0.90398,0.86591
-0.31623,-0.94868,-0.29829,-1.019
0.31623,0.94868,0.33266,0.98803
0.94868,-0.31623,1.024,-0.28373
-0.31623,-0.31623,-0.39153,-0.29647
-0.31623,0.94868,-0.30353,0.95017
-0.31623,0.94868,-0.2615,0.97449
-0.31623,-0.31623,-0.17909,-0.28301
-0.31623,-0.31623,-0.38298,-0.32657
0.31623,-0.94868,0.31552,-0.92571
0.31623,-0.94868,0.36183,-0.93103
0.94868,0.94868,0.93283,0.93536
-0.94868,-0.94868,-0.96683,-0.96139
0.94868,0.94868,0.98723,1.0271
0.94868,0.94868,0.95083,0.9528
-0.94868,0.31623,-0.88475,0.24563
0.31623,0.31623,0.36525,0.33073
0.31623,-0.94868,0.23974,-0.98361
0.94868,0.31623,0.93772,0.28768
-0.94868,0.31623,-0.87733,0.28012
-0.94868,0.94868,-0.96981,0.95195
-0.31623,0.94868,-0.30427,0.97663
0.31623,0.94868,0.30769,0.88481
-0.94868,-0.31623,-0.93115,-0.30212
-0.31623,0.94868,-0.33379,0.90396
0.94868,-0.94868,0.98869,-1.1305
0.94868,0.94868,1.0174,0.92059
0.31623,0.94868,0.37294,1.0176
-0.94868,0.94868,-0.91714,0.86744
-0.94868,0.31623,-0.90316,0.14304
0.94868,0.94868,0.89741,1.0441
-0.31623,0.31623,-0.43578,0.2785
-0.31623,-0.31623,-0.45335,-0.35798
0.94868,-0.94868,0.82599,-0.9568
0.94868,-0.94868,0.89991,-0.95748
-0.94868,-0.94868,-0.96957,-0.85506
-0.94868,-0.94868,-1.0298,-1.0038
-0.31623,-0.31623,-0.40006,-0.27983
-0.31623,0.31623,-0.26367,0.27495
-0.94868,0.94868,-0.95221,0.90616
-0.31623,-0.31623,-0.25967,-0.12081
-0.94868,-0.31623,-0.88009,-0.4145
-0.31623,0.94868,-0.29996,0.90829
-0.31623,0.31623,-0.35128,0.29976
0.31623,0.31623,0.44824,0.31825
-0.94868,0.31623,-1.008,0.25055
-0.31623,-0.94868,-0.26671,-0.97692
0.31623,-0.94868,0.33926,-1.0262
0.94868,-0.94868,1.0235,-0.83241
0.31623,-0.94868,0.31301,-0.98186
-0.94868,-0.94868,-0.94897,-0.92004
-0.94868,0.94868,-1.0403,0.97691
-0.94868,0.94868,-0.83272,0.8955
-0.94868,0.31623,-0.95705,0.23904
-0.94868,-0.94868,-0.89417,-1.0483
-0.94868,-0.94868,-0.99372,-0.91468
-0.31623,-0.94868,-0.33446,-0.97167
0.31623,-0.94868,0.3553,-0.96544
0.94868,0.94868,0.93193,0.8104
0.94868,0.94868,1.0284,0.81778
0.31623,-0.94868,0.4312,-0.97775
-0.31623,0.94868,-0.30589,0.86615
0.31623,-0.31623,0.39491,-0.35927
-0.94868,0.31623,-0.95828,0.33111
0.94868,-0.94868,1.0525,-1.009
0.94868,-0.31623,0.95507,-0.26908
0.94868,0.94868,1.0666,0.88161
-0.31623,-0.31623,-0.34635,-0.36171
-0.31623,0.94868,-0.22229,0.94551
0.31623,-0.94868,0.28026,-1.0366
-0.94868,0.94868,-0.86074,0.94977
0.31623,-0.94868,0.29093,-0.95864
0.94868,-0.94868,0.87702,-0.91655
0.31623,-0.31623,0.39614,-0.17859
-0.31623,-0.94868,-0.41762,-0.93127
0.94868,0.31623,0.99738,0.32537
-0.31623,0.94868,-0.28138,0.96183
0.94868,-0.94868,0.93454,-0.91241
-0.94868,-0.31623,-1.0057,-0.22507
-0.31623,-0.94868,-0.29075,-0.91588
0.31623,-0.31623,0.26972,-0.41025
-0.94868,0.94868,-1.0439,0.86068
-0.31623,0.94868,-0.34422,0.84273
-0.94868,-0.31623,-0.9719,-0.40702
0.31623,0.94868,0.30396,0.87769
-0.31623,0.31623,-0.11863,0.3134
0.31623,-0.31623,0.26172,-0.38197
0.31623,-0.94868,0.35862,-0.97047
0.31623,0.94868,0.26625,0.95586
0.31623,-0.94868,0.24773,-1.0688
0.94868,-0.94868,0.92105,-1.0671
-0.94868,-0.31623,-0.91793,-0.35891
-0.94868,0.31623,-0.89936,0.42497
0.31623,-0.31623,0.30932,-0.31205
-0.94868,-0.31623,-1.0067,-0.21823
-0.94868,-0.94868,-0.88993,-0.99124
0.94868,0.94868,1.0598,1.0476
0.94868,0.94868,1.0856,0.79183
-0.31623,-0.94868,-0.29704,-0.95297
0.94868,0.94868,0.99301,0.80603
0.94868,-0.94868,0.85615,-0.98316
-0.31623,0.31623,-0.28119,0.41172
0.31623,-0.31623,0.24817,-0.37339
0.31623,0.94868,0.33582,0.91247
-0.31623,-0.31623,-0.25904,-0.31662
-0.31623,-0.31623,-0.2175,-0.23941
0.94868,-0.94868,0.88019,-1.0233
-0.94868,0.94868,-0.84691,1.0028
-0.31623,0.94868,-0.3509,0.90105
-0.31623,-0.31623,-0.45201,-0.45638
-0.94868,0.94868,-0.93996,0.92708
-0.94868,-0.94868,-0.91208,-0.81464
0.94868,0.94868,1.0084,1.0758
0.94868,-0.31623,0.94929,-0.29893
0.94868,0.31623,0.98576,0.33993
-0.31623,0.31623,-0.21614,0.29098
-0.94868,-0.94868,-0.92633,-0.80247
-0.94868,0.94868,-1.0262,0.82438
0.94868,0.94868,1.007,0.98716
-0.94868,-0.94868,-0.87887,-0.71802
0.31623,0.94868,0.25372,0.95651
0.94868,-0.94868,0.80872,-1
-0.94868,0.31623,-1.0628,0.35169
0.31623,-0.94868,0.28309,-0.96949
0.31623,-0.31623,0.34172,-0.34563
-0.31623,-0.31623,-0.30644,-0.31144
-0.94868,-0.94868,-0.89909,-0.94012
0.31623,0.31623,0.30308,0.31764
0.94868,-0.31623,0.92801,-0.25634
-0.94868,-0.94868,-0.95606,-0.83521
0.94868,-0.31623,1.039,-0.4096
0.94868,0.94868,1.0155,0.9316
-0.31623,-0.94868,-0.20976,-0.9514
0.94868,-0.31623,0.93133,-0.43042
-0.31623,0.31623,-0.34651,0.31089
0.31623,-0.31623,0.36959,-0.19258
-0.94868,0.31623,-1.0032,0.34164
0.31623,-0.94868,0.18031,-0.90132
0.31623,0.31623,0.25609,0.23931
0.94868,0.94868,0.92568,0.95215
-0.31623,0.31623,-0.36979,0.35327
-0.94868,0.94868,-0.8424,1.0633
0.94868,-0.31623,0.99173,-0.19168
0.94868,-0.31623,0.96701,-0.25791
-0.94868,0.31623,-0.90977,0.2948
-0.94868,0.94868,-1.045,0.9786
-0.94868,-0.31623,-0.91559,-0.374
-0.31623,-0.94868,-0.28977,-0.75312
0.94868,0.31623,0.92602,0.33939
-0.31623,0.94868,-0.26019,0.99051
-0.94868,-0.94868,-0.94852,-0.8964
-0.31623,0.31623,-0.31887,0.39795
0.31623,-0.94868,0.41713,-1.0226
-0.94868,0.94868,-1.0164,0.91859
-0.31623,0.31623,-0.27685,0.28883
0.94868,0.31623,0.89207,0.28476
-0.94868,-0.94868,-0.98382,-1.0367
-0.31623,-0.31623,-0.34591,-0.31733
-0.94868,-0.31623,-0.91077,-0.27119
0.94868,0.94868,0.87011,0.8974
-0.31623,-0.94868,-0.3108,-0.94979
-0.31623,0.31623,-0.30904,0.28493
-0.31623,-0.94868,-0.32291,-1.0165
-0.31623,-0.94868,-0.33584,-0.9444
-0.31623,-0.94868,-0.40717,-0.88634
0.94868,-0.31623,0.90641,-0.36578
0.94868,-0.94868,0.95677,-0.87608
-0.31623,-0.94868,-0.31362,-1.0771
0.31623,0.94868,0.32503,0.87517
-0.94868,-0.94868,-0.92802,-0.93855
-0.31623,-0.94868,-0.40986,-0.98853
-0.31623,0.94868,-0.33759,0.90214
0.94868,0.94868,1.0509,0.9107
-0.94868,0.94868,-0.80059,0.83894
0.94868,-0.31623,0.96528,-0.23192
0.94868,-0.31623,0.99615,-0.35591
0.94868,0.94868,0.9415,0.98444
0.94868,-0.31623,1.0581,-0.20657
0.94868,-0.94868,0.90493,-0.99396
0.94868,-0.94868,0.85818,-0.8186
-0.94868,-0.94868,-0.96989,-0.88221
-0.31623,0.94868,-0.39412,0.83002
0.94868,0.31623,0.9982,0.38566
-0.31623,-0.94868,-0.42342,-0.90634
0.94868,-0.94868,0.98051,-0.92128
0.31623,-0.31623,0.22968,-0.26454
-0.94868,-0.94868,-1.0859,-0.99882
-0.94868,-0.94868,-0.94005,-0.97045
-0.94868,0.94868,-0.89581,0.95129
0.31623,0.94868,0.23327,0.9162
0.31623,-0.31623,0.28063,-0.40709
0.31623,0.31623,0.18671,0.35426
0.31623,0.94868,0.30475,0.92809
-0.94868,-0.94868,-0.94842,-0.86831
-0.94868,0.31623,-0.88343,0.39016
-0.94868,-0.31623,-1.0365,-0.33254
-0.31623,-0.94868,-0.33702,-0.9992
-0.31623,0.31623,-0.3129,0.44324
-0.31623,0.94868,-0.30596,0.88504
-0.31623,0.94868,-0.36858,0.95334
-0.94868,0.31623,-0.9521,0.32634
-0.94868,0.31623,-0.92386,0.30369
-0.94868,0.94868,-0.88836,0.93268
-0.94868,0.94868,-0.89507,0.93243
-0.94868,0.94868,-1.033,0.91863
0.31623,-0.31623,0.35718,-0.28569
-0.94868,0.31623,-0.94105,0.2202
0.94868,0.94868,0.84316,0.97197
0.94868,-0.94868,0.79942,-1.0265
0.94868,0.31623,1.0077,0.42951
-0.94868,-0.31623,-0.85233,-0.42088
0.31623,-0.31623,0.304,-0.28867
-0.94868,0.94868,-1.0082,0.98761
0.31623,0.94868,0.39043,1.0908
-0.31623,0.94868,-0.36818,0.92026
-0.94868,-0.31623,-0.95364,-0.33347
0.94868,0.31623,1.0296,0.30024
-0.94868,-0.31623,-0.90115,-0.28105
0.31623,-0.94868,0.34118,-1.0377
-0.94868,0.31623,-0.81835,0.27074
0.31623,0.31623,0.26326,0.26042
0.31623,0.31623,0.32344,0.28257
0.31623,0.31623,0.3389,0.14998
-0.94868,-0.94868,-0.97219,-0.9322
0.94868,0.31623,1.0001,0.5182
0.94868,0.94868,0.99725,0.96261
-0.31623,-0.31623,-0.29792,-0.33022
-0.94868,-0.94868,-0.97719,-1.0313
-0.31623,-0.31623,-0.25626,-0.23235
0.31623,0.94868,0.27624,0.90787
-0.31623,0.31623,-0.38251,0.26081
0.31623,-0.94868,0.13919,-0.94775
0.31623,-0.31623,0.32234,-0.36164
